Month,Tweet
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off: A US cruise liner is to pay a record fin... https://t.co/pMoZe0HRER
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/rf5BKqL3g9
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/99aL949wQ0
Dec,#Princess Cruise Lines To Pay $40 Million For Dumping Oil In Ocean. Read more: https://t.co/hd0ZpngSeB
Dec,#Princess Cruise Lines To Pay $40 Million For Dumping Oil In Ocean. Read more: https://t.co/Rb9zmiFmEB
Dec,#Princess Cruise line agrees to pay largest penalty ever for deliberate ocean pollution. Read more: https://t.co/N0HSG98Bhe
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Waste In Ocean « CBS Miami https://t.co/9FvtQJdK2x
Dec,#Princess Cruise line agrees to pay largest penalty ever for deliberate ocean pollution. Read more: https://t.co/rpqJN1oQ2H
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Waste In Ocean – CBS Local https://t.co/SnNqRy1nJf
Dec,Carnival's Princess line to pay $40M fine in pollution case: MIAMI (AP) — Princess Cruise Lines has agreed to pay a… https://t.co/YPNcFUJTiO
Dec,Welp  looks like the price of a Princess Cruise is going up by $10. https://t.co/FcOWzVMiR3
Dec,BREAKING: Princess Cruise Lines To Pay $40M For Deliberate Oil Pollution https://t.co/mpEpSz2W9u
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Waste In Ocean https://t.co/NyIPUySNY4
Dec,Princess Cruise Lines fined $40m for waste dumping after UK tip-off https://t.co/CcV6DeQvnW
Dec,The Wall Street Journal: Carnival’s Princess Cruise Lines to plead guilty to pollution… https://t.co/QVvQJyoWAF
Dec,Carnival's Princess line to pay $40M fine in pollution case: MIAMI (AP) — Princess Cruise Lines has agreed to pay a… https://t.co/RnphRG7yAL
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Oil In Ocean https://t.co/URQlHzN0G4
Dec,BREAKING: Carnival Corp. subsidiary agrees to pay $40M penalty: Princess Cruise Lines Ltd.  a subsidiary of… https://t.co/5euE1YDfRN
Dec,The Wall Street Journal: Carnival’s Princess Cruise Lines to plead guilty to pollution charges  pay fine https://t.co/TZtrtS2TX3
Dec,The Wall Street Journal: Carnival’s Princess Cruise Lines to plead guilty to pollution charges  pay fine … https://t.co/axK932h1GP
Dec,RT @FrancesRobles: Princess Cruise line would like me to clarify my previous tweet about it's $40 million fine. So here goes: the polluters were crew members.
Dec,12) Princess cruise line's full response to the largest-ever criminal penalty involving deliberate vessel pollution: https://t.co/UHzlSp8wPC
Dec,Miami (FL) - CBS4: Princess Cruise Lines To Pay $40 Million For Dumping Oil In Ocean . More #Cruise #news - https://t.co/Ch4TnzJC20
Dec,12) Princess Cruise line says its investigation discovered practices on other ships in violation of environmental law and company policy.
Dec,BREAKING: Carnival Corp. subsidiary agrees to pay $40M penalty: Princess Cruise Lines Ltd.  a subsidiary of… https://t.co/1aD307fYFA
Dec,Princess Cruise Lines To Pay $40 Million For Dumping Oil In Ocean https://t.co/tRTZesoNAS
Dec,Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution https://t.co/gKwvTK7Len https://t.co/73n2hfRUO6
Dec,#SheldonAdelson is a giant #WorldNews #Asshole ... Princess Cruise to pay $40 million penalty https://t.co/LcAUIEcZ3t
Dec,RT @FrancesRobles: Princess cruise line fined $40 million for discharging oil waste near England and engaging in a cover-up.
Dec,RT @joeflech: This just in: Princess Cruise Lines  a Carnival subsidiary  pleads guilty to 7 felony charges of polluting sea w/oi…
Dec,7) On Aug. 26  2013  a Princess cruise ship discharged approximately 4 227 gallons of oily waste 23 miles off the coast of England.
Dec,RT @FrancesRobles: 3) Princess cruise line plead guilty to charges related to illegal dumping of oil contaminated waste from the Caribbean…
Dec,RT @FrancesRobles: 4) Princess cruise line clarifies: its pollution cover-up was by on-board employees only.
Dec,4) Princess cruise line clarifies: its pollution cover-up was by on-board employees only.
Dec,3) Princess cruise line plead guilty to charges related to illegal dumping of oil contaminated waste from the Caribbean Princess cruise ship
Dec,FEDERAL CRUISE SHIP CASE: Princess Cruise Lines To Pay Largest-Ever Criminal Penalty For Deliberate Vessel Pollution https://t.co/zY1dHhIkXU
Dec,Princess Cruise line would like me to clarify my previous tweet about it's $40 million fine. So here goes: the polluters were crew members.
Dec,RT @nets_fanly: Carnival's Princess Cruise Lines to pay record $40M penalty for del... #BrooklynNets https://t.co/AUkaInKFch https://t.co/gKpR1hiRCo
Dec,Carnival's Princess Cruise Lines to pay record $40M penalty for del... #BrooklynNets https://t.co/AUkaInKFch https://t.co/gKpR1hiRCo
Dec,Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution https://t.co/SyFpCZQQvN
Dec,Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel Pollution https://t.co/k6LRX90ZGF
Dec,USDOJ: Princess Cruise Lines to Pay Largest-Ever Criminal Penalty for Deliberate Vessel ... - https://t.co/fghhXwKlQj
Dec,#BREAKING: Princess Cruise Lines to pay record $40M to end charges that it illegally dumped oil-contaminated waste: https://t.co/8iVu2Aq086
Dec,BREAKING: Princess Cruise Lines To Pay $40M For Deliberate Oil Pollution https://t.co/gFw9q6pyoJ
Dec,RT @ReutersBiz: JUST IN: Princess Cruise Lines to pay $40 million penalty for deliberate vessel pollution - Justice Department
Dec,Justice Dept. says Carnival's Princess cruise line agrees to pay a record $40M penalty on charges of polluting waters. #travel
Dec,.@TheJusticeDept slaps Princess Cruise Lines with record fine on pollution charges. The details from @Gardner_LM: https://t.co/YW7MMPmbfp
Dec,From 2005 to 2013  Princess Cruise Lines illegally discharged oily water  bypassing its own filtration system  & falsified discharge records
Dec,Princess cruise line fined $40 million for discharging oil waste near England and engaging in a cover-up.
Dec,This just in: Princess Cruise Lines  a Carnival subsidiary  pleads guilty to 7 felony charges of polluting sea w/oily water. https://t.co/vbvMTVN4mq
Feb,RT https://t.co/55ih5oI0Eb Professionally Pretty talent. Princess Cruise line campaign #princess #cruise #campaig… https://t.co/2HrZGMoDRn
Feb,Professionally Pretty talent. Princess Cruise line campaign #princess #cruise #campaign #professionallypretty #model #family #paid #vacation https://t.co/r6fDBDKcSz
Feb,Royal Princess Cruise Vlog -- First Day [ep1]: https://t.co/dNRdnUPYqN via @YouTube
Feb,Three unforgettable cruise destinations onboard Princess Cruise Lines - Blasting News - https://t.co/icHoQZ0Ho0
Feb,Cabo San Lucas Ruby Princess Cruise https://t.co/T9sZnLMX2b @cabosanlucasnet @los_Cabos
Feb,Mazatlan and Cabo San Lucas  Mexico visit on the Ruby Princess Cruise ship https://t.co/ajpaDbswWW @MazatlanSinaloa
Feb,Ruby Princess Cruise to Mazatlan and Cabo San Lucas  Mexico https://t.co/vQiwAifjik @PrincessCruises
Feb,Ruby Princess Cruise visit to Mazatlan and Cabo San Lucas  Mexico https://t.co/y7iUs2rObt @@cabosanlucasnet
Feb,Ruby Princess Cruise visit to Mazatlan and Cabo San Lucas  Mexico https://t.co/ykIaSEgsJF @@MazatlanSinaloa
Feb,$685 Princess Cruise Credit + Free Specialty Dinner & Soda Package
Feb,RT @mikemodzelewski: I'm the Naturalist aboard The Golden Princess cruise ship  docked in Vancouver  B.C. -- heading north to Alaska! http://t.co/5vaTFig2tZ
Feb,PRINCESS CRUISE SHIP https://t.co/vDAFqXjRCg #sandiego #jobs #job
Feb,My first full page print ad. Thank you Boca Talent  Lori Wyman  Monique  Princess Cruise Line  and the whole crew https://t.co/gPkMXEMhPm
Feb,USS Iowa  Princess Cruise Line  Vincent Thomas Bridge  Port of LA. Saturday professional dev. with #greenambassadors https://t.co/WMUyj1Z8Dp
Feb,I liked a @YouTube video from @192ahc https://t.co/A3OYM6Puwh St Lucia Princess Cruise Line
Feb,Sail #Japan in 2018 on a Princess #Cruise #Vacation - #Travel planning https://t.co/tBzPb6pzRr https://t.co/DLteVZtWcO
Feb,Sail #Japan in 2018 on a Princess #Cruise #Vacation - https://t.co/HBWhkVeVKK https://t.co/Az271TicvD
Feb,#GetAwayTodayVacations What You Need to Know About Princess Cruise Line's NEW Ocean Medallion. Read Blog: https://t.co/UEhjYNwRpC
Feb,#GetAwayTodayVacations What You Need to Know About Princess Cruise Line's NEW Ocean Medallion. Read Blog: https://t.co/wZYS92ZOYA
Feb,#GetAwayTodayVacations What You Need to Know About Princess Cruise Line's NEW Ocean Medallion. Read Blog: https://t.co/GnARZjNOif
Feb,Princess Cruise Liner own this Island and their ships always stopped by on it. It's nothing but… https://t.co/A5AvlUPwQ1
Feb,@PrincessCruises I took a Princess Cruise to Alaska when I was younger and it was one of my favorite experiences to this day <3
Feb,Majestic Princess: https://t.co/AkNLfVxyad Princess Cruise's new ship will be based in… https://t.co/2pOKYV0t0G
Feb,Ends February 28! Princess Cruise Lines' Anniversary Sale is coming to an end  but there's still time for you to... https://t.co/fpGtxGv01M
Feb,Introducing Majestic Princess #Cruise Ship Fabulous #China 🇨🇳 #cruises  plan now https://t.co/HBWhkVeVKK https://t.co/Qh3BgFBsaM
Feb,RT https://t.co/wvjCJuLcXW #LASTMINUTE PRINCESS #CRUISE DEALS & LIMITED TIME OFFERS Are you ready to Drop&Go? We'… https://t.co/BFEGPHe2GP
Feb,#LASTMINUTE PRINCESS #CRUISE DEALS & LIMITED TIME OFFERS Are you ready to Drop&Go? We've got incredible cruises https://t.co/tBzPb6pzRr https://t.co/XqmtRm8EsV
Feb,Lunch and Learn with Business Development from Princess Cruise Line. Ready to share updates with you regarding... https://t.co/xpgbZEPk1j
Feb,Golden Princess cruise ship passengers warned of rare disease risk #disease #bhivelabs https://t.co/kdZ4IcXsfq
Feb,Golden Princess cruise ship passengers warned of rare disease risk #disease #bhivelabs https://t.co/d2LYHPL2gp
Feb,#GetAwayTodayVacations What You Need to Know About Princess Cruise Line's NEW Ocean Medallion. Read Blog: https://t.co/Wh5TgEiS39
Feb,#GetAwayTodayVacations What You Need to Know About Princess Cruise Line's NEW Ocean Medallion. Read Blog: https://t.co/LvKdNBYAou
Feb,#GetAwayTodayVacations What You Need to Know About Princess Cruise Line's NEW Ocean Medallion. Read Blog: https://t.co/8IMXhzGHZD
Feb,Golden Princess cruise ship passengers warned of rare disease risk #disease #bhivelabs https://t.co/NWlTGPpWMO
Feb,Golden Princess cruise ship passengers warned of rare disease risk https://t.co/8hGEQniuYi
Feb,RT https://t.co/rbNIurrsiI Escape to...Voyage of the #Glaciers (Southbound) | Princess #Cruise Lines #Alaska #tra… https://t.co/BPvWDvMwmT
Feb,Escape to...Voyage of the #Glaciers (Southbound) | Princess #Cruise Lines #Alaska #travel https://t.co/HQmyESS2GC https://t.co/hTy16HnErK
Feb,PRINCESS CRUISE BRIDGE CAMS https://t.co/rEweytglx1
Feb,#escape $2409 -- 15-Nt. Hawaii Princess Cruise  Roundtrip Vancouver https://t.co/xi4NIgTusu
Feb,RT @PrincessCruises: It's the last day of our #Paperboyo takeover! See his take on a Princess Cruise here https://t.co/oi5eKMotPS https://t.co/zI9FUUSly4
Feb,Feb 20th Books: Library. #fms_books #fmspad @ Ruby Princess Cruise ship! https://t.co/HWcuuy0vQn
Feb,It's the last day of our #Paperboyo takeover! See his take on a Princess Cruise here https://t.co/oi5eKMotPS https://t.co/zI9FUUSly4
Feb,Liberals were relieved when they heard that the Russian spy ship off the east coast of the U S self-identified as a Princess Cruise ship!
Feb,New England/ Canada Princess Cruise - Blue Collar Bucket List https://t.co/UCaf5g8I18
Feb,Are you ready to take an Endless Adventure? Call Garzmax Travel and we will work with you on your Princess Cruise of Alaska. 917-722-0973 https://t.co/tDY4lUgXam
Feb,Princess cruise ship next to us is playing the theme from Love Boat
Feb,Sun Princess Cruise Ship Passenger Overboard – Cruise Bruise Blog https://t.co/7OaB11vfds via @getsocial_io
Feb,Carnival Corp.'s Ocean Medallion Technology to Roll Out on Fourth Princess Cruise Ship https://t.co/2k5xpFeNTg
Feb,@AmandaJPantoja no this will be my first time on princess cruise. Going from Los Angeles.
Feb,#DontBuyATicket A Heads Up for the demo today at Pier 27. Noon to 4pm. Princess Cruise Lines is heading for... https://t.co/BamRlNLdhs
Feb,Carnival Corp.'s Ocean Medallion Technology to Roll Out on Fourth Princess Cruise Ship https://t.co/DtWFHQfu6R
Feb,"dana perino I just finished reading your book ""and the good news is"" while I was on a Princess cruise to Mexico and the Hawaii. Enjoyed!😀"
Feb,Carnival Corp.’s Ocean Medallion Technology to Roll Out on Fourth Princess Cruise Ship https://t.co/Gli4cJmce4
Feb,@jshuler06 Princess Cruise lines is one of our retail partners. We just ran a giveaway promotion with them a few weeks ago.
Feb,Auditions in STL! PRINCESS CRUISE LINES in St Louis! Feb 27 & 28 - dancers  singers for Spring/Sum start dates https://t.co/NgqGNa10ia
Feb,Hey everyone! Check out my fun video from my Caribbean cruise here! https://t.co/NlX4vFVqIh #caribbean #caribbeancruise #princess #cruise https://t.co/YIdp6UTMxU
Feb,RT @DavidOllington: Princess Cruise Lines #auditions in Kansas City February 26. https://t.co/KmXXa6nyFq https://t.co/k2rPCrPyHb
Feb,Check out Princess Cruise's newest online magazine and find out why it's a favorite of mine! Paradise Travel... https://t.co/DjR9NQOfzW
Feb,RT https://t.co/uib4M98LPW Up to 60% Off Per Guest Europe Cruise ! Princess Cruise 2017-18 Travel Special Deal. B… https://t.co/fpeYpZrZQP
Feb,@Seadog14Garren @AynRandPaulRyan @realDonaldTrump With I am guessing you spent some time on a ship and I don't mean princess cruise lines 😉
Feb,Looking forward to workouts on the Island Princess for the next 10 days! #princess #cruise… https://t.co/PhlzGEj37u
Feb,RT @chiIIinois: Norovirus strikes Princess Cruise: 140 Sun Princess passengers catch GASTRO bug at sea https://t.co/235jPl0okt https://t.co/s2guK4mbF0
Feb,Russian Spy Boat Off US Coast Deemed Safer to Americans Than Average Carnival  Royal Caribbean  and Princess Cruise Ships #russianspyships
Feb,RT @Daily_Express: Norovirus strikes Princess Cruise: 140 Sun Princess passengers catch GASTRO bug at sea https://t.co/0KaatARLtG https://t.co/Gp4TCXbRJx
Feb,Norovirus strikes Princess Cruise: 140 Sun Princess passengers catch GASTRO bug at sea https://t.co/bH5hEPnl7v https://t.co/FPyMVPNoqw
Feb,Norovirus strikes Princess Cruise: 140 Sun Princess passengers catch GASTRO bug at sea https://t.co/HVWiYvzPJN https://t.co/fTGKYFcrFr
Feb,Norovirus strikes Princess Cruise: 140 Sun Princess passengers catch GASTRO bug at sea https://t.co/3LKXa51g6c https://t.co/bNsOQYtH6D
Feb,Norovirus strikes Princess Cruise: 140 Sun Princess passengers catch GASTRO bug at sea - https://t.co/lwK19A9aZt... https://t.co/Je22r2eywW
Feb,RT @CruiseNavyFL: Gastro outbreak repeat aboard Sun Princess cruise ship https://t.co/gEAucXBxEE
Feb,Dozens struck downwards with norovirus on solar Princess cruise -- #Dozens #struck #downwa... https://t.co/aKmhihgXml https://t.co/4W9b5kz29W
Feb,Gastro outbreak repeat aboard Sun Princess cruise ship https://t.co/gEAucXBxEE
Feb,Catherine Duchess of Cambridge  aka Kate Middleton  at the naming of the Royal Princess cruise ship https://t.co/ipPJUfuMNC
Feb,Gastro breaks out again on Sun Princess cruise ship docked in Brisbane https://t.co/22BE5PLAyl
Feb,Gastro breaks out again on Sun Princess cruise ship docked in Brisbane https://t.co/zoYcaYe6qs via @abcnews
Feb,McHale's Navy could take out most of the Russian Navy. Ram that hunk of shit with a Princess Cruise ship. #TheFive
Feb,Every year I have to complete a refresher on a travel product. Well today completed my Princess Cruise Training.... https://t.co/FsDgfJhEm5
Feb,Desert Princess cruise for Valentine's ❤#desertprincesscruise #bouldercity #funtimes #boatcruise… https://t.co/MUKlJmcThq
Feb,"RT @jimearl666: BREAKING: Keanu Reeves pens deal to reprise role in ""Bill & Ted's Excellent Princess Cruise."""
Feb,"BREAKING: Keanu Reeves pens deal to reprise role in ""Bill & Ted's Excellent Princess Cruise."""
Feb,"BREAKING: Keanu Reeves pens deal to reprise role in ""Bill & Ted's Excellent Princess Cruise."" He's old."
Feb,#CruiseHive Crew Member Dies After Gas Cylinder Explosion On Princess Cruise Ship. Read Blog: https://t.co/eeGv6D3NdU
Feb,Snapshots from our Regal Princess Cruise https://t.co/KxgYmconHK
Feb,Snapshots from our Regal Princess Cruise: https://t.co/16R3jWxMjd via @YouTube
Feb,Check out Angie and Bentley's pick of the week Princess Cruise Line! https://t.co/Qk4jkSQNVO #BHTravel #Cruise #PrincessCruises https://t.co/kmoa5navkS
Feb,Dawn Princess Cruise Review by ryck: Ship is #weddingreview #weddingplanning #wedding speeches #wedding inspiration https://t.co/tFvFKHTgP1
Feb,The Ruby Princess Cruise Ship on my blog post today https://t.co/LAliGjGVOC @PrincessCruises
